filename,n_keypoints,avg_brightness,brightness_rms,avg_perc_brightness,perc_brightness_rms,contrast,edge_length1,edge_length2,edge_length3,edge_length4,edge_length5,edge_length6,edge_length7,edge_angle1,edge_angle2,edge_angle3,edge_angle4,edge_angle5,edge_angle6,edge_angle7,area_by_perim,aspect_ratio,hue1,hue2,hue3,hue4,hue5,hue6,hue7
ILSVRC2012_val_00010648.JPEG,100,110.46121066666667,10.362541001125159,0.43123240911686267,0.5100657186220152,68.97445868861617,0,0,0,0,0,0,1,3363,3223,2368,2240,2061,2985,2160,106.78526482847879,1.3333333333333333,46754,40921,11555,14603,51128,7917,14622
ILSVRC2012_val_00003279.JPEG,100,86.59750925925925,10.255690832140195,0.306533360573711,0.33597007516302363,38.354126622586456,0,0,0,0,0,0,1,2755,2635,2041,2083,2086,2514,2169,115.62849462365591,1.1574074074074074,104117,101272,403,4248,3223,768,1969
ILSVRC2012_val_00044750.JPEG,77,232.52411458333333,7.206378588522193,0.9067577584150326,0.9176222002559384,33.33608699689645,0,0,0,0,0,0,1,533,443,411,393,363,532,280,59.75,1.0,37234,1286,4495,784,8836,1605,3360
ILSVRC2012_val_00017646.JPEG,100,141.1130180995475,9.945780842200676,0.5610725840493302,0.6031153241925689,57.18907468309196,0,0,0,0,0,0,1,7916,8161,7189,7297,6836,7732,7286,117.05265957446808,1.1312217194570136,14336,102563,81409,16714,4976,496,506
ILSVRC2012_val_00044404.JPEG,100,95.63046,9.394331695229843,0.36627432906980395,0.4830669066775802,80.36400017537953,0,0,0,0,0,0,1,3315,3330,2741,3114,3768,4326,2849,51.033958222006945,1.0,154305,43208,7680,3834,33000,2562,5411
ILSVRC2012_val_00023130.JPEG,100,74.52831466666666,10.342507497378637,0.28965483978875817,0.4076703023717152,73.54401307797247,0,0,0,0,0,0,1,1872,734,535,375,320,1625,1535,106.83647982094817,1.3333333333333333,175732,668,974,567,486,618,8455
ILSVRC2012_val_00037470.JPEG,100,203.2415502008032,7.289430649700095,0.7908378305646113,0.8375477537746256,69.0639927259603,0,0,0,0,0,0,1,5868,2867,2109,2821,2045,2665,2513,124.49949799196787,1.0040160642570282,186502,32478,5631,12867,5379,2294,3849
ILSVRC2012_val_00043882.JPEG,100,190.289904,9.326614819965494,0.7491924184956863,0.7682252957911873,44.67221923825572,0,0,0,0,0,0,1,2824,1989,1425,1766,1363,1932,1759,124.75,1.0,113430,10095,73382,4280,46879,612,1322
ILSVRC2012_val_00022919.JPEG,100,124.68660082304527,9.702535835857065,0.506943958010167,0.5334430808756648,43.10758093470688,0,0,0,0,0,0,1,5165,5238,3856,3692,3514,4618,4222,122.97510162601625,0.972,23751,73313,105010,8374,10805,12297,9450
ILSVRC2012_val_00000721.JPEG,100,80.193536,10.619257224495506,0.23733443228862744,0.3226262913997034,57.21661772437011,0,0,0,0,0,0,1,3596,2939,3307,4675,3535,4793,1734,124.75,1.0,93971,17066,340,348,3186,11700,123389
ILSVRC2012_val_00019280.JPEG,100,115.63480533333333,10.053723953507642,0.4201945562060131,0.4794256851398915,61.23850743490927,0,0,0,0,0,0,1,7204,5808,5124,5558,5012,5455,4741,106.8877434135166,0.75,138070,21416,5151,6648,12083,1382,2750
ILSVRC2012_val_00018030.JPEG,100,135.8197160120846,10.813486320555173,0.513466663728452,0.5747753089333921,63.64574073253977,0,0,0,0,0,0,1,1422,1549,1149,1109,1171,1481,1073,99.31845597104946,1.5105740181268883,164813,535,1,4,2,2,143
ILSVRC2012_val_00041493.JPEG,100,119.41039466666666,10.429412000044234,0.47546595208575165,0.5217335810452384,48.82077850209791,0,0,0,0,0,0,1,986,670,640,446,675,630,302,106.8877434135166,1.3333333333333333,72223,5076,1623,46500,27642,4234,30202
ILSVRC2012_val_00033646.JPEG,100,134.40989306221357,10.491062904281415,0.5260627195092686,0.588607678828052,68.56568397792637,0,0,0,0,0,0,1,6531,3691,4176,4668,2806,2975,2999,102.36758790267581,1.2547425474254743,69114,52241,21826,15078,6878,1475,4235
ILSVRC2012_val_00003139.JPEG,100,129.999648,10.552833932171964,0.4807379193118955,0.5617623691581727,74.14594990878527,0,0,0,0,0,0,1,2973,2092,1691,2353,1623,1963,1614,106.8877434135166,1.3333333333333333,154108,7837,988,1519,19145,1143,2760
ILSVRC2012_val_00049066.JPEG,100,138.02266666666668,9.804185209340327,0.527661932735761,0.6042515099110667,72.37285738605476,0,0,0,0,0,0,1,4989,4049,3922,3948,3810,3955,3577,100.21882494004797,1.4880952380952381,57925,59627,5700,22990,19586,1170,1002
ILSVRC2012_val_00036439.JPEG,100,152.93933333333334,10.329551910255676,0.5676252708329413,0.6474393925992986,78.77689837058126,0,0,0,0,0,0,1,3073,3120,2273,2182,2423,3484,2482,106.8877434135166,1.3333333333333333,125452,6904,1521,1202,1093,1744,49584
ILSVRC2012_val_00003655.JPEG,100,85.48176785714286,10.420509481649296,0.32216259728291313,0.3526343596420592,37.71143442825513,0,0,0,0,0,0,1,4120,4058,3751,3887,3810,3819,2989,42.57217737203031,1.4880952380952381,24227,136731,1984,224,4055,283,496
ILSVRC2012_val_00005739.JPEG,100,129.611744,8.55485265799476,0.5229443282321569,0.5500493029325139,45.975808696296625,0,0,0,0,0,0,1,2096,1690,880,780,936,1689,998,106.8877434135166,0.75,11403,53217,5193,6820,106833,974,3060
ILSVRC2012_val_00048765.JPEG,100,98.64248,10.384062403510487,0.3846673842426143,0.46887205124966425,68.61141388609914,0,0,0,0,1,0,0,6619,4720,4303,5250,4450,4742,4377,106.8877434135166,1.3333333333333333,46821,67295,40089,20773,8622,1818,2082
ILSVRC2012_val_00012988.JPEG,100,43.66447493403694,7.28801307385242,0.15550591911842315,0.3173903973913811,74.00905830051518,0,0,0,0,0,0,1,3789,1740,1471,1634,1384,1716,1417,107.5381984036488,0.758,126801,39263,6371,2030,8680,1497,4858
ILSVRC2012_val_00015794.JPEG,100,64.862976,10.036858472649696,0.24864420308496732,0.29813117247949017,42.401479570372985,0,0,0,1,0,0,0,8625,9323,8784,8775,8409,8388,7815,103.47499865824172,1.3333333333333333,89669,55310,8839,9279,14685,3643,6075
ILSVRC2012_val_00013575.JPEG,100,117.45649171270718,10.148080133046857,0.45320926915827103,0.5109354085514985,60.87515035080699,0,0,0,0,0,0,1,7612,7163,6376,6559,6391,7386,6788,104.73197674418604,0.724,133980,4064,331,447,18087,10072,14019
ILSVRC2012_val_00049527.JPEG,100,106.95728,10.421027972325955,0.39418926821647066,0.45078876947655633,51.32335670044975,0,0,0,0,0,0,1,2880,3266,2409,2378,2366,3012,2308,106.8877434135166,1.3333333333333333,84795,43300,3332,11439,3112,8749,32773
ILSVRC2012_val_00024997.JPEG,100,136.2758,9.5076079010443,0.49508904116078445,0.6082831124377297,86.30508164853332,0,0,0,0,0,0,1,4278,2361,1765,1594,1633,2276,1525,124.75,1.0,214561,5528,1367,2030,5182,3444,17888
ILSVRC2012_val_00003970.JPEG,100,68.59815015015015,10.607003748869355,0.24420031327327332,0.3219899961812306,55.87327462211675,0,0,0,0,0,0,1,1672,1974,2263,798,1005,1494,659,99.67990373044525,1.5015015015015014,143499,527,33,29,14930,3338,4144
ILSVRC2012_val_00043349.JPEG,100,67.28122133333333,9.47961096248153,0.24589363560156857,0.35861740660786634,70.1888575575094,0,0,0,0,0,0,1,1476,1738,1228,1108,1437,1839,1181,105.58805911365924,1.3333333333333333,131922,44862,3789,855,3481,331,2260
ILSVRC2012_val_00000361.JPEG,100,151.5670888252149,10.350074955087583,0.5730040900365189,0.6104791069941681,53.241404681337684,0,0,0,0,0,1,0,3880,4331,3739,3573,3545,3985,3366,102.51003541912632,1.4326647564469914,156652,12795,609,1096,2338,467,543
ILSVRC2012_val_00005652.JPEG,70,67.153652,8.190024419988013,0.26217458556392154,0.41866832826504824,83.28840516580262,0,0,0,0,0,0,1,1002,419,93,87,123,485,243,64.02426475174883,1.4534883720930232,185189,18961,8068,1241,10314,3066,23161
ILSVRC2012_val_00033058.JPEG,100,44.448131736526946,10.633015469003695,0.1595147254549724,0.24029331097575352,47.955181965538564,0,0,0,0,0,0,1,1963,2140,1897,1822,1815,1921,1691,99.85997596153847,1.4970059880239521,97788,50518,4098,1443,2033,2043,9077
ILSVRC2012_val_00032984.JPEG,100,140.10188266666665,10.337045612746419,0.5482842460235293,0.5731533245727995,42.58817831185355,0,0,0,0,0,0,1,6742,5935,5182,6069,5126,5937,5377,106.8877434135166,0.75,89679,28573,7862,6470,45743,2590,6583
ILSVRC2012_val_00037743.JPEG,100,102.39060889929742,10.312674042247206,0.3978626339201911,0.44764868647075856,51.3339723063002,0,0,0,0,0,0,1,4220,4352,3863,3908,3591,4202,3736,114.90486486486486,0.854,54380,103722,33481,19981,1088,186,662
ILSVRC2012_val_00022428.JPEG,100,89.4672027972028,10.395087821459269,0.35085177567530507,0.4563875115647444,74.42881370113912,0,0,0,0,0,0,1,4851,3355,2350,2554,2069,3666,2875,111.13672780794971,0.858,214500,0,0,0,0,0,0
ILSVRC2012_val_00005124.JPEG,100,128.54712116516887,10.289064267847785,0.49333483842882064,0.5401416073266812,55.43401092861871,0,0,0,0,0,0,1,16936,17188,16199,16057,14967,16080,15418,198.69722222222222,0.7592190889370932,327988,158161,25686,17728,51518,28986,35333
ILSVRC2012_val_00015226.JPEG,100,113.08177066666667,10.49167949694741,0.43573205830901957,0.46302550529254766,39.777625891423845,0,0,0,0,0,0,1,986,1085,732,718,808,1023,728,106.8877434135166,1.3333333333333333,110213,66893,2039,3668,314,248,4125
ILSVRC2012_val_00043856.JPEG,100,98.48071489361702,10.175352782843412,0.36065736495953277,0.38705259662406766,37.41920991466633,0,0,0,0,0,0,1,859,885,714,765,725,830,683,60.316770186335404,1.0638297872340425,46905,6619,1,4,44,1049,4128
ILSVRC2012_val_00030905.JPEG,100,105.875792,10.31672532024253,0.3969268589866667,0.4628659392583275,60.583867437677405,0,0,0,0,0,0,1,5008,5347,4830,4752,4673,5029,4182,106.74862611428009,1.3333333333333333,146084,8729,5282,19651,5280,669,1805
ILSVRC2012_val_00047365.JPEG,100,78.39896187683284,10.643013210800717,0.3086893821447876,0.3573605635128181,47.35996331933247,0,0,0,0,1,0,0,3341,3666,2953,2973,2826,3258,2896,101.10846245530394,1.466275659824047,33512,52623,48513,11444,12048,4605,7755
ILSVRC2012_val_00040743.JPEG,100,138.1308341968912,9.723139165576137,0.5380784709864878,0.6276419710414979,82.33154241985011,0,0,0,0,0,0,1,3894,2914,2954,4056,4308,3137,2198,108.66233031674209,1.2953367875647668,130171,25410,8765,7306,19530,481,1337
ILSVRC2012_val_00044447.JPEG,100,79.07728533333334,10.513002742635743,0.2669071116172549,0.35223835722037067,62.573321474176076,0,0,0,0,0,0,1,1421,896,632,814,734,992,645,106.83647982094817,0.75,179182,7091,221,129,377,212,288
ILSVRC2012_val_00001626.JPEG,100,119.40294373702952,10.555976927808823,0.4621027993492289,0.5397888183760781,72.06944171019387,0,0,0,0,0,0,1,38809,15046,7696,8853,7847,16659,20930,244.89733840304183,1.7104247104247103,298524,3153,790,8181,458412,59433,204140
ILSVRC2012_val_00039663.JPEG,100,141.191056,10.167656957234543,0.5536899609756862,0.6009736854244423,59.58329975425047,0,0,0,0,0,0,1,9166,7913,6876,8555,6979,8041,7394,123.61210742576566,1.0,249954,6,0,0,0,0,40
ILSVRC2012_val_00029082.JPEG,100,132.9341921921922,10.466788603180236,0.4838933018971913,0.5533066594606335,66.88147707428969,0,0,0,0,0,0,1,2012,1450,1197,1236,993,1452,829,98.792712784238,1.5015015015015014,76067,78195,9338,909,759,482,750
ILSVRC2012_val_00001998.JPEG,100,94.10380266666667,10.54236026703698,0.3605069040690196,0.4254520400053767,57.206986831502725,0,0,0,0,0,0,1,3972,3580,3153,3269,3280,3691,2967,106.8877434135166,1.3333333333333333,76610,29658,16979,11014,30707,6428,16104
ILSVRC2012_val_00036196.JPEG,100,132.6812318545652,9.788983477913536,0.5132720091998053,0.5334534593294304,37.42224471650699,0,0,0,0,0,1,0,2306,2329,1750,1677,2038,2946,1949,104.91990846681922,0.6685714285714286,11674,169146,2660,341,133,96,225
ILSVRC2012_val_00001124.JPEG,100,100.66714540059347,10.27450013945822,0.3913158210042474,0.48219010508283905,73.16373659960408,0,0,0,0,0,1,0,2527,2628,1979,1950,2095,2558,1996,96.89477707995293,0.674,60072,11769,2612,18314,59142,7198,9393
ILSVRC2012_val_00024062.JPEG,100,47.264992,10.734260663874341,0.1310422759173856,0.19892044372426707,36.748809004373676,0,0,0,0,0,0,1,671,364,272,385,302,433,386,106.83647982094817,1.3333333333333333,182411,1660,582,1180,1053,185,429
ILSVRC2012_val_00033640.JPEG,100,95.331232,10.292032387564017,0.32731647319424834,0.39974193442356865,62.81510495649521,0,0,0,0,0,1,0,2029,2036,1788,1669,1556,1949,1547,105.87441178649291,1.3333333333333333,151467,12010,4210,1542,1572,1837,14862
ILSVRC2012_val_00000257.JPEG,100,142.27156997414352,6.330076866955434,0.5558364338409572,0.7076484450749225,111.13842436850126,0,0,0,0,0,0,1,2278,1820,1324,910,1136,2331,1060,58.47217683805621,1.2669683257918551,171580,2552,1878,3849,13309,8546,45806
ILSVRC2012_val_00031838.JPEG,100,114.32586786786787,10.360783939637185,0.46014192832832845,0.5531139112275548,79.12521563997555,0,0,0,0,0,0,1,4782,4453,3845,4800,4043,4261,3223,99.67990373044525,1.5015015015015014,32144,11254,1732,8590,94620,6750,11410
ILSVRC2012_val_00003966.JPEG,100,110.99966933333333,10.165323539694478,0.449382371220915,0.515993499385001,63.950495853360344,0,0,0,0,0,0,1,4902,3099,3076,4597,3684,3510,2570,106.8877434135166,1.3333333333333333,6021,5550,4819,60552,99512,7358,3688
ILSVRC2012_val_00003072.JPEG,100,168.86595733333334,10.402538408164295,0.667076670404183,0.7130528116620285,62.59913806033471,0,0,0,0,0,0,1,2425,2147,1475,1476,1507,2708,2038,106.8877434135166,0.75,2437,544,589,1761,141388,16681,24100
ILSVRC2012_val_00042167.JPEG,100,163.9216,9.863515532844598,0.6472922988402613,0.7035220057967635,69.49763182612772,0,0,0,0,0,0,1,3511,2822,2710,2670,2376,2511,2087,106.8877434135166,1.3333333333333333,18577,20811,16059,104812,21250,2282,3709
ILSVRC2012_val_00049635.JPEG,100,117.89374747474747,10.462687913908088,0.435465740677362,0.4564032217229552,36.12123166598205,0,0,0,0,0,0,1,751,823,607,459,543,723,421,110.23769574944072,1.2626262626262625,67003,80200,51,33,29,97,50587
ILSVRC2012_val_00009511.JPEG,100,94.90392152255639,10.429331536440506,0.37380146035677436,0.4526426299445425,64.38551024237155,0,0,0,0,0,0,1,4936,5261,3636,3196,3826,7337,4169,159.49962406015038,1.5037593984962405,22130,250515,59486,85857,5597,1195,820
ILSVRC2012_val_00030178.JPEG,100,127.84153066666667,10.118555628151677,0.5006114624209151,0.5408519554745279,51.415396832762006,0,0,0,0,0,0,1,2493,1748,1496,1602,1470,1776,1459,106.8877434135166,0.75,38865,54232,11797,22325,49106,6529,4646
ILSVRC2012_val_00011390.JPEG,100,112.14930133333333,9.715375580319407,0.42628854482405215,0.5076226969323521,68.67827388467572,0,0,0,0,0,0,1,4505,2302,2212,2068,2354,2577,2136,106.8877434135166,1.3333333333333333,119250,16634,3049,9578,17956,7312,13721
ILSVRC2012_val_00020270.JPEG,100,126.73431325301205,10.092173992932072,0.5121194886676116,0.5488840010495925,49.51876546768954,0,0,0,0,0,0,1,4214,4122,3801,3925,3801,4325,4077,99.49939759036144,1.5060240963855422,5546,68301,61743,2771,21549,3342,2748
ILSVRC2012_val_00034902.JPEG,100,168.59474133333333,8.671294559253154,0.6645528553390849,0.7596771622329379,94.27295292613407,0,0,0,0,0,0,1,2765,2045,1647,1750,1684,2169,1591,106.8877434135166,1.3333333333333333,53086,6049,3876,24859,71104,15022,13504
ILSVRC2012_val_00000386.JPEG,100,114.780064,9.487557606324893,0.5392869789218301,0.5447835518452508,18.833228546620397,0,0,0,0,0,1,0,5615,5769,5307,5600,5131,5586,5326,106.8877434135166,1.3333333333333333,6896,148,94,42932,131088,1966,4376
ILSVRC2012_val_00042552.JPEG,100,133.67727108433735,10.07537466791162,0.5186128185116939,0.582669772553254,66.6332485770168,0,0,0,0,0,0,1,3534,2911,1858,1615,1705,2449,1817,99.49939759036144,0.664,88357,12328,3831,5486,39154,6705,10139
ILSVRC2012_val_00030675.JPEG,100,89.69620266666666,10.329208294927545,0.3708733893186929,0.470808893712936,66.9317166509789,0,0,0,0,0,1,0,5278,3448,3748,7199,4606,3902,2386,106.8877434135166,1.3333333333333333,67596,22656,5285,62360,23643,2006,3954
ILSVRC2012_val_00021346.JPEG,100,137.183376,10.782558014373645,0.5629125067586928,0.6123022957936739,57.880580231276966,0,0,0,0,0,0,1,2996,1961,1656,1988,1571,1958,1947,106.8877434135166,0.75,5431,4552,4638,43354,125648,1871,2006
ILSVRC2012_val_00035677.JPEG,100,110.678896,10.504542509473382,0.4337781103560785,0.48226597374724506,54.99748698702379,0,0,0,0,0,0,1,4711,3237,2047,6249,1909,3040,2832,106.8877434135166,0.75,25899,106907,13886,5205,29956,2655,2992
