filename,n_keypoints,avg_brightness,brightness_rms,avg_perc_brightness,perc_brightness_rms,contrast,edge_length1,edge_length2,edge_length3,edge_length4,edge_length5,edge_length6,edge_length7,edge_angle1,edge_angle2,edge_angle3,edge_angle4,edge_angle5,edge_angle6,edge_angle7,area_by_perim,aspect_ratio,hue1,hue2,hue3,hue4,hue5,hue6,hue7
ILSVRC2012_val_00014179.JPEG,497,80.63727528089888,97.17803235253383,72.61858283707866,92.17165099059598,54.23282960700693,20.0,5.0,3.0,1.0,0.0,0.0,1.0,2377,2081,1679,1793,1553,2010,1865,103.71487119437938,1.404494382022472,16107,5846,2819,15440,15460,1368,120960
ILSVRC2012_val_00038602.JPEG,500,98.404944,105.54437204007296,86.08212831466666,93.41916489753399,38.158635532343105,8.0,8.0,13.0,2.0,0.0,0.0,1.0,1206,1161,763,635,1078,1641,577,106.8877434135166,1.3333333333333333,154026,17920,46,71,10222,2789,2426
ILSVRC2012_val_00028161.JPEG,260,141.15118489583332,153.3467579607842,141.3276475520833,154.6666722544569,59.92971866766608,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1091,508,261,232,437,627,198,136.88774597495527,1.3333333333333333,103513,19695,19842,161358,1548,217,1027
ILSVRC2012_val_00033658.JPEG,500,115.43808364868164,125.6745755382397,105.89345523071289,116.51798279228414,49.68045672331012,1102.0,237.0,61.0,20.0,6.0,4.0,4.0,30524,30574,25856,27555,28253,33229,29321,218.2235164034714,1.3333333333333333,696972,82578,1333,732,2101,471,2245
ILSVRC2012_val_00031979.JPEG,500,84.22478078078078,114.65528777607692,78.81355721321319,110.5706189719302,77.79473836606455,127.0,38.0,8.0,3.0,3.0,0.0,2.0,4901,3523,3701,4168,3661,3495,3129,90.03492533889046,1.5015015015015014,51130,73511,12595,17105,6810,2435,2914
ILSVRC2012_val_00023684.JPEG,500,119.588928,134.6220573903103,119.20874398400001,134.23863989856798,61.81898281119495,24.0,11.0,6.0,2.0,1.0,1.0,1.0,2804,1167,953,1257,905,1094,1300,106.8877434135166,1.3333333333333333,35331,29636,17413,18046,33687,25872,27515
ILSVRC2012_val_00040353.JPEG,500,114.22770588235294,127.39786919280208,111.4075595828877,125.50321658986533,56.41141979884021,47.0,21.0,11.0,5.0,4.0,1.0,3.0,3725,3853,2977,4203,2949,3433,3065,106.72419724770643,1.3368983957219251,65304,30558,6437,19565,21300,4245,39591
ILSVRC2012_val_00042634.JPEG,500,70.31551489361702,87.51076067571664,68.7068596028369,86.24722268444549,52.094736771463545,222.0,47.0,20.0,6.0,1.0,2.0,1.0,9270,7547,4549,4324,4852,7298,5174,93.41713319480722,1.4184397163120568,302139,29448,132722,93213,38684,11634,97160
ILSVRC2012_val_00029905.JPEG,500,116.55528,124.16101045551028,114.39296564266665,121.63601491836418,42.78812009722948,27.0,31.0,9.0,3.0,5.0,2.0,2.0,4827,4992,4431,4454,4218,4548,3733,106.8877434135166,1.3333333333333333,68648,20548,8270,19383,41682,9133,19836
ILSVRC2012_val_00031572.JPEG,493,119.43053134328358,128.18406169115485,115.90121578507458,125.34443099182664,46.55643730680806,23.0,3.0,0.0,0.0,0.0,2.0,1.0,2821,2847,2303,2519,2517,2852,2470,100.03961584633853,1.492537313432836,130856,11802,144,3,164,871,23660
ILSVRC2012_val_00036454.JPEG,500,105.12967105263158,117.96859299919842,90.86137150877191,104.74688414708051,53.51954034346712,55.0,27.0,8.0,6.0,6.0,3.0,2.0,5003,4860,4129,5307,7434,8058,5062,118.99633123689728,1.0964912280701755,203541,6340,2663,1978,5822,623,7033
ILSVRC2012_val_00033981.JPEG,360,127.739952,135.34226706145176,129.09002823999998,137.63856367157354,44.72173874494404,11.0,5.0,0.0,2.0,0.0,1.0,1.0,1130,868,927,628,905,934,311,106.8877434135166,1.3333333333333333,69846,6146,1685,51440,50936,4091,3356
ILSVRC2012_val_00034374.JPEG,500,96.08832295735677,108.8084762562565,99.21681255467735,112.70598142486136,51.05211745315798,133.0,33.0,11.0,5.0,1.0,3.0,1.0,18301,10896,9079,16248,9050,10781,9451,219.07151688478092,1.3333333333333333,251887,15538,4051,3110,337836,91515,82495
ILSVRC2012_val_00043638.JPEG,500,103.73421866666666,120.99612820251728,112.74395021866665,128.13125254968676,62.28382548957782,40.0,9.0,1.0,2.0,0.0,0.0,1.0,3558,3405,3184,3467,3172,3495,2591,106.50905325060609,1.3333333333333333,30146,21104,2977,5175,112433,3179,12486
ILSVRC2012_val_00032558.JPEG,500,98.028544,108.7875170289925,93.943423744,104.41499382544242,47.171266917196505,88.0,42.0,10.0,4.0,3.0,2.0,1.0,6003,5650,5182,5785,5510,5850,5257,106.78526482847879,1.3333333333333333,68134,81952,16925,7362,6826,2251,4050
ILSVRC2012_val_00048675.JPEG,500,77.10150447761194,95.94939617770228,76.13838937313432,95.3030304025784,57.110810133935736,95.0,23.0,6.0,3.0,5.0,1.0,1.0,4346,3805,3590,3453,3313,3369,2972,54.794298916472975,1.492537313432836,61224,32653,35802,12653,2065,3572,19531
ILSVRC2012_val_00005660.JPEG,499,100.717472,112.6845624919403,94.37066110399998,107.2420485185785,50.53515071639953,21.0,4.0,3.0,1.0,2.0,0.0,1.0,6096,5665,5584,6571,5788,5701,4999,106.8877434135166,1.3333333333333333,24656,139539,12142,4943,3833,631,1756
ILSVRC2012_val_00044588.JPEG,500,78.96855466666666,108.76504914110353,72.92685020266666,102.42355244635095,74.7917327551939,62.0,13.0,1.0,2.0,1.0,1.0,1.0,1424,1391,1081,831,979,1371,874,106.68126540938529,1.3333333333333333,62663,28858,43968,27857,21860,916,1378
ILSVRC2012_val_00040625.JPEG,500,104.553296,117.92681126868479,95.37639496399999,110.31087402738915,54.54668744787702,173.0,90.0,41.0,17.0,5.0,9.0,6.0,6477,6093,4953,4946,5164,7230,5439,124.75,1.0,210656,24543,2011,2185,3007,1423,6175
ILSVRC2012_val_00016137.JPEG,500,131.24275733333334,139.10469954198769,137.30097217066665,144.50724467453387,46.102668927193854,103.0,32.0,6.0,6.0,1.0,3.0,1.0,5713,4692,4298,4861,5567,5983,4692,106.8877434135166,1.3333333333333333,57265,10192,4264,8556,83409,7419,16395
ILSVRC2012_val_00037092.JPEG,500,141.85445045045046,150.4377721561021,135.2323099099099,143.78964007028205,50.088303811289016,116.0,36.0,13.0,6.0,3.0,1.0,2.0,6547,6611,5872,6571,5732,6401,5711,99.67990373044525,0.666,86083,47605,4426,8892,15102,1417,2975
ILSVRC2012_val_00046036.JPEG,19,128.09678819444446,148.64959335935896,123.18133995225695,143.75704603160563,75.41826343910616,13.0,0.0,0.0,1.0,0.0,0.0,1.0,596,143,113,207,113,120,270,23.75,1.0,4356,3322,1240,139,65,35,59
ILSVRC2012_val_00041783.JPEG,500,125.66476876876877,149.01836708852278,111.9522849069069,136.13290205638705,80.09269392411275,86.0,26.0,6.0,4.0,0.0,1.0,1.0,6034,5947,6043,7938,4505,5183,4400,88.07570692839049,1.5015015015015014,128903,21192,1591,3450,3369,1484,6511
ILSVRC2012_val_00010648.JPEG,500,110.46121066666667,130.22732053349378,109.29060766933335,129.68794871734923,68.97445868861617,74.0,25.0,13.0,2.0,4.0,0.0,2.0,3363,3223,2368,2240,2061,2985,2160,106.78526482847879,1.3333333333333333,46754,40921,11555,14603,51128,7917,14622
ILSVRC2012_val_00003279.JPEG,500,86.59750925925925,94.71096894704904,73.40675395833334,80.37823797007465,38.354126622586456,26.0,5.0,5.0,2.0,1.0,0.0,1.0,2755,2635,2041,2083,2086,2514,2169,115.62849462365591,1.1574074074074074,104117,101272,403,4248,3223,768,1969
ILSVRC2012_val_00044750.JPEG,389,232.52411458333333,234.90159335140274,231.10245045138885,233.91858437041856,33.33608699689645,6.0,2.0,0.0,2.0,1.0,1.0,1.0,533,443,411,393,363,532,280,59.75,1.0,37234,1286,4495,784,8836,1605,3360
ILSVRC2012_val_00017646.JPEG,500,141.1130180995475,152.26120366091783,138.11420312217194,149.0476791335996,57.18907468309196,39.0,20.0,3.0,2.0,1.0,0.0,3.0,7916,8161,7189,7297,6836,7732,7286,117.05265957446808,1.1312217194570136,14336,102563,81409,16714,4976,496,506
ILSVRC2012_val_00044404.JPEG,500,95.63046,124.91420016955638,92.54974262399996,122.5076265901977,80.36400017537953,137.0,25.0,7.0,3.0,0.0,0.0,1.0,3315,3330,2741,3114,3768,4326,2849,51.033958222006945,1.0,154305,43208,7680,3834,33000,2562,5411
ILSVRC2012_val_00023130.JPEG,498,74.52831466666666,104.70526035814375,74.24180351466666,104.37048888699364,73.54401307797247,15.0,8.0,5.0,1.0,1.0,3.0,1.0,1872,734,535,375,320,1625,1535,106.83647982094817,1.3333333333333333,175732,668,974,567,486,618,8455
ILSVRC2012_val_00037470.JPEG,500,203.2415502008032,214.65545140824423,201.04163001204822,213.150035855396,69.0639927259603,67.0,2.0,0.0,0.0,2.0,0.0,1.0,5868,2867,2109,2821,2045,2665,2513,124.49949799196787,1.0040160642570282,186502,32478,5631,12867,5379,2294,3849
ILSVRC2012_val_00043882.JPEG,496,190.289904,195.4631800007357,191.079736544,195.90150678401497,44.67221923825572,24.0,0.0,0.0,0.0,1.0,0.0,1.0,2824,1989,1425,1766,1363,1932,1759,124.75,1.0,113430,10095,73382,4280,46879,612,1322
ILSVRC2012_val_00022919.JPEG,500,124.68660082304527,131.92805599586364,120.84219191769547,127.78524321081268,43.10758093470688,86.0,39.0,17.0,4.0,1.0,1.0,1.0,5165,5238,3856,3692,3514,4618,4222,122.97510162601625,0.972,23751,73313,105010,8374,10805,12297,9450
ILSVRC2012_val_00000721.JPEG,500,80.193536,98.5126619272873,63.28191905199997,81.99039249074801,57.21661772437011,49.0,5.0,2.0,3.0,0.0,1.0,1.0,3596,2939,3307,4675,3535,4793,1734,124.75,1.0,93971,17066,340,348,3186,11700,123389
ILSVRC2012_val_00019280.JPEG,500,115.63480533333333,130.84939051189093,105.71323165866664,120.8255640105419,61.23850743490927,177.0,11.0,2.0,3.0,0.0,1.0,1.0,7204,5808,5124,5558,5012,5455,4741,106.8877434135166,0.75,138070,21416,5151,6648,12083,1382,2750
ILSVRC2012_val_00018030.JPEG,489,135.8197160120846,149.99258505338514,130.09408645921448,145.71323001823845,63.64574073253977,26.0,4.0,1.0,0.0,0.0,0.0,1.0,1422,1549,1149,1109,1171,1481,1073,99.31845597104946,1.5105740181268883,164813,535,1,4,2,2,143
ILSVRC2012_val_00041493.JPEG,500,119.41039466666666,129.00508039608363,121.81743836799997,133.43603943352673,48.82077850209791,23.0,13.0,6.0,3.0,1.0,1.0,1.0,986,670,640,446,675,630,302,106.8877434135166,1.3333333333333333,72223,5076,1623,46500,27642,4234,30202
ILSVRC2012_val_00033646.JPEG,500,134.40989306221357,150.88827778312188,133.03952568672554,149.14596228755988,68.56568397792637,81.0,18.0,6.0,1.0,1.0,1.0,1.0,6531,3691,4176,4668,2806,2975,2999,102.36758790267581,1.2547425474254743,69114,52241,21826,15078,6878,1475,4235
ILSVRC2012_val_00003139.JPEG,500,129.999648,149.65804478209648,121.86086728533331,142.357852234319,74.14594990878527,56.0,8.0,1.0,0.0,0.0,0.0,1.0,2973,2092,1691,2353,1623,1963,1614,106.8877434135166,1.3333333333333333,154108,7837,988,1519,19145,1143,2760
ILSVRC2012_val_00049066.JPEG,500,138.02266666666668,155.84635703153282,131.9761756547619,152.50708855718545,72.37285738605476,46.0,4.0,3.0,1.0,2.0,1.0,1.0,4989,4049,3922,3948,3810,3955,3577,100.21882494004797,1.4880952380952381,57925,59627,5700,22990,19586,1170,1002
ILSVRC2012_val_00036439.JPEG,500,152.93933333333334,172.035575964198,145.4654232746667,165.43737704600366,78.77689837058126,87.0,24.0,6.0,5.0,3.0,1.0,2.0,3073,3120,2273,2182,2423,3484,2482,106.8877434135166,1.3333333333333333,125452,6904,1521,1202,1093,1744,49584
ILSVRC2012_val_00003655.JPEG,500,85.48176785714286,93.43064231085565,77.84225416071428,85.9271038321516,37.71143442825513,41.0,5.0,0.0,0.0,1.0,0.0,2.0,4120,4058,3751,3887,3810,3819,2989,42.57217737203031,1.4880952380952381,24227,136731,1984,224,4055,283,496
ILSVRC2012_val_00005739.JPEG,500,129.611744,137.52446752487356,133.06751099733336,139.71989530142613,45.975808696296625,36.0,12.0,4.0,2.0,2.0,1.0,1.0,2096,1690,880,780,936,1689,998,106.8877434135166,0.75,11403,53217,5193,6820,106833,974,3060
ILSVRC2012_val_00048765.JPEG,500,98.64248,120.1576671544517,96.34375453333332,117.94629577322237,68.61141388609914,191.0,20.0,4.0,4.0,0.0,1.0,1.0,6619,4720,4303,5250,4450,4742,4377,106.8877434135166,1.3333333333333333,46821,67295,40089,20773,8622,1818,2082
ILSVRC2012_val_00012988.JPEG,500,43.66447493403694,85.92977994731626,39.17388453825858,80.12415480626798,74.00905830051518,53.0,3.0,1.0,1.0,0.0,0.0,2.0,3789,1740,1471,1634,1384,1716,1417,107.5381984036488,0.758,126801,39263,6371,2030,8680,1497,4858
ILSVRC2012_val_00015794.JPEG,500,64.862976,77.49252302856924,62.77504942933332,75.37055547304985,42.401479570372985,140.0,40.0,13.0,2.0,0.0,1.0,2.0,8625,9323,8784,8775,8409,8388,7815,103.47499865824172,1.3333333333333333,89669,55310,8839,9279,14685,3643,6075
ILSVRC2012_val_00013575.JPEG,500,117.45649171270718,132.29441173266014,115.61003835911605,130.19461817090314,60.87515035080699,149.0,1.0,0.0,0.0,0.0,0.0,1.0,7612,7163,6376,6559,6391,7386,6788,104.73197674418604,0.724,133980,4064,331,447,18087,10072,14019
ILSVRC2012_val_00049527.JPEG,500,106.95728,118.63366591317997,99.35353706666666,114.3381546619551,51.32335670044975,153.0,5.0,0.0,0.0,0.0,0.0,1.0,2880,3266,2409,2378,2366,3012,2308,106.8877434135166,1.3333333333333333,84795,43300,3332,11439,3112,8749,32773
ILSVRC2012_val_00024997.JPEG,500,136.2758,161.30610894817343,126.63945138800001,155.19655790953,86.30508164853332,114.0,5.0,4.0,0.0,0.0,1.0,1.0,4278,2361,1765,1594,1633,2276,1525,124.75,1.0,214561,5528,1367,2030,5182,3444,17888
ILSVRC2012_val_00003970.JPEG,500,68.59815015015015,88.47332378192323,61.40405006606607,81.32654109194618,55.87327462211675,59.0,7.0,9.0,4.0,1.0,0.0,1.0,1672,1974,2263,798,1005,1494,659,99.67990373044525,1.5015015015015014,143499,527,33,29,14930,3338,4144
ILSVRC2012_val_00043349.JPEG,500,67.28122133333333,97.22776593819964,62.446564751999986,91.26263309979828,70.1888575575094,56.0,8.0,4.0,3.0,1.0,0.0,1.0,1476,1738,1228,1108,1437,1839,1181,105.58805911365924,1.3333333333333333,131922,44862,3789,855,3481,331,2260
ILSVRC2012_val_00000361.JPEG,500,151.5670888252149,160.64628718832114,144.41838327793695,154.1636656259621,53.241404681337684,201.0,73.0,19.0,10.0,1.0,3.0,1.0,3880,4331,3739,3573,3545,3985,3366,102.51003541912632,1.4326647564469914,156652,12795,609,1096,2338,467,543
ILSVRC2012_val_00005652.JPEG,293,67.153652,106.98865085606043,66.849697456,106.78735273140595,83.28840516580262,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1002,419,93,87,123,485,243,64.02426475174883,1.4534883720930232,185189,18961,8068,1241,10314,3066,23161
ILSVRC2012_val_00033058.JPEG,500,44.448131736526946,65.38605273462811,39.15353198802395,59.03660865636713,47.955181965538564,36.0,12.0,1.0,0.0,0.0,0.0,1.0,1963,2140,1897,1822,1815,1921,1691,99.85997596153847,1.4970059880239521,97788,50518,4098,1443,2033,2043,9077
ILSVRC2012_val_00032984.JPEG,500,140.10188266666665,146.43186285322832,139.66296694399995,146.05300971546808,42.58817831185355,62.0,15.0,5.0,6.0,0.0,1.0,2.0,6742,5935,5182,6069,5126,5937,5377,106.8877434135166,0.75,89679,28573,7862,6470,45743,2590,6583
ILSVRC2012_val_00037743.JPEG,500,102.39060889929742,114.5382621813029,99.77454276814987,112.68336802000736,51.3339723063002,53.0,39.0,17.0,1.0,3.0,2.0,1.0,4220,4352,3863,3908,3591,4202,3736,114.90486486486486,0.854,54380,103722,33481,19981,1088,186,662
ILSVRC2012_val_00022428.JPEG,500,89.4672027972028,116.3788154490098,89.4672027972028,116.3788154490098,74.42881370113912,103.0,24.0,10.0,1.0,2.0,1.0,3.0,4851,3355,2350,2554,2069,3666,2875,111.13672780794971,0.858,214500,0,0,0,0,0,0
ILSVRC2012_val_00005124.JPEG,500,128.54712116516887,139.99032797835295,125.48416880074367,137.17073439283075,55.43401092861871,55.0,12.0,2.0,1.0,2.0,0.0,1.0,16936,17188,16199,16057,14967,16080,15418,198.69722222222222,0.7592190889370932,327988,158161,25686,17728,51518,28986,35333
ILSVRC2012_val_00015226.JPEG,497,113.08177066666667,119.87387696519482,110.24095268800001,117.22511491901494,39.777625891423845,6.0,7.0,6.0,7.0,0.0,1.0,3.0,986,1085,732,718,808,1023,728,106.8877434135166,1.3333333333333333,110213,66893,2039,3668,314,248,4125
ILSVRC2012_val_00043856.JPEG,402,98.48071489361702,105.35012328704578,90.1832518468085,96.61826085106546,37.41920991466633,18.0,9.0,3.0,3.0,0.0,1.0,1.0,859,885,714,765,725,830,683,60.316770186335404,1.0638297872340425,46905,6619,1,4,44,1049,4128
ILSVRC2012_val_00030905.JPEG,500,105.875792,121.98396749300022,100.5246184,117.35478215472587,60.583867437677405,76.0,24.0,12.0,6.0,1.0,3.0,1.0,5008,5347,4830,4752,4673,5029,4182,106.74862611428009,1.3333333333333333,146084,8729,5282,19651,5280,669,1805
ILSVRC2012_val_00047365.JPEG,500,78.39896187683284,91.59346782917223,76.70108995307916,89.31894357157816,47.35996331933247,54.0,44.0,17.0,7.0,1.0,2.0,2.0,3341,3666,2953,2973,2826,3258,2896,101.10846245530394,1.466275659824047,33512,52623,48513,11444,12048,4605,7755
ILSVRC2012_val_00040743.JPEG,500,138.1308341968912,160.80612623019255,136.9595427823834,159.8456342661659,82.33154241985011,39.0,1.0,0.0,0.0,0.0,0.0,1.0,3894,2914,2954,4056,4308,3137,2198,108.66233031674209,1.2953367875647668,130171,25410,8765,7306,19530,481,1337
ILSVRC2012_val_00044447.JPEG,476,79.07728533333334,100.83966291097963,66.19216642666667,87.28428928862158,62.573321474176076,5.0,7.0,4.0,2.0,1.0,1.0,1.0,1421,896,632,814,734,992,645,106.83647982094817,0.75,179182,7091,221,129,377,212,288
ILSVRC2012_val_00001626.JPEG,500,119.40294373702952,139.4670835770479,119.2373004968851,138.69128625701939,72.06944171019387,367.0,55.0,19.0,5.0,4.0,2.0,1.0,38809,15046,7696,8853,7847,16659,20930,244.89733840304183,1.7104247104247103,298524,3153,790,8181,458412,59433,204140
ILSVRC2012_val_00039663.JPEG,500,141.191056,153.2484385042797,141.19096209600002,153.24831839517583,59.58329975425047,71.0,16.0,6.0,7.0,2.0,1.0,2.0,9166,7913,6876,8555,6979,8041,7394,123.61210742576566,1.0,249954,6,0,0,0,0,40
ILSVRC2012_val_00029082.JPEG,500,132.9341921921922,148.81072350280886,120.31521580180178,137.20760047280982,66.88147707428969,30.0,14.0,5.0,0.0,1.0,0.0,3.0,2012,1450,1197,1236,993,1452,829,98.792712784238,1.5015015015015014,76067,78195,9338,909,759,482,750
ILSVRC2012_val_00001998.JPEG,500,94.10380266666667,110.12794839942615,91.32321092800001,108.04093175570344,57.206986831502725,67.0,27.0,8.0,9.0,3.0,1.0,2.0,3972,3580,3153,3269,3280,3691,2967,106.8877434135166,1.3333333333333333,76610,29658,16979,11014,30707,6428,16104
ILSVRC2012_val_00036196.JPEG,500,132.6812318545652,137.8576573356265,123.4067541880342,128.69502858805996,37.42224471650699,63.0,37.0,10.0,3.0,2.0,3.0,1.0,2306,2329,1750,1677,2038,2946,1949,104.91990846681922,0.6685714285714286,11674,169146,2660,341,133,96,225
ILSVRC2012_val_00001124.JPEG,500,100.66714540059347,124.44599839416483,100.17579256973296,123.22111461413701,73.16373659960408,78.0,8.0,4.0,1.0,1.0,0.0,1.0,2527,2628,1979,1950,2095,2558,1996,96.89477707995293,0.674,60072,11769,2612,18314,59142,7198,9393
ILSVRC2012_val_00024062.JPEG,451,47.264992,59.87031344497872,33.708653216,50.73511071145814,36.748809004373676,9.0,4.0,4.0,1.0,2.0,0.0,1.0,671,364,272,385,302,433,386,106.83647982094817,1.3333333333333333,182411,1660,582,1180,1053,185,429
ILSVRC2012_val_00033640.JPEG,500,95.331232,114.1655867822407,83.49804558400002,101.65247897546617,62.81510495649521,47.0,8.0,1.0,1.0,1.0,0.0,1.0,2029,2036,1788,1669,1556,1949,1547,105.87441178649291,1.3333333333333333,151467,12010,4210,1542,1572,1837,14862
ILSVRC2012_val_00000257.JPEG,500,142.27156997414352,180.53517384161094,142.03331946105365,180.49609934044133,111.13842436850126,57.0,5.0,2.0,0.0,4.0,0.0,1.0,2278,1820,1324,910,1136,2331,1060,58.47217683805621,1.2669683257918551,171580,2552,1878,3849,13309,8546,45806
ILSVRC2012_val_00031838.JPEG,500,114.32586786786787,139.03669952143503,118.26127577777775,141.58463651241723,79.12521563997555,125.0,13.0,10.0,2.0,0.0,1.0,2.0,4782,4453,3845,4800,4043,4261,3223,99.67990373044525,1.5015015015015014,32144,11254,1732,8590,94620,6750,11410
ILSVRC2012_val_00003966.JPEG,500,110.99966933333333,128.1038348840502,114.75324561600002,131.72700880959005,63.950495853360344,133.0,9.0,2.0,0.0,0.0,0.0,1.0,4902,3099,3076,4597,3684,3510,2570,106.8877434135166,1.3333333333333333,6021,5550,4819,60552,99512,7358,3688
ILSVRC2012_val_00003072.JPEG,500,168.86595733333334,180.09542923683543,171.72755001599998,183.41317016126877,62.59913806033471,50.0,14.0,5.0,4.0,5.0,4.0,2.0,2425,2147,1475,1476,1507,2708,2038,106.8877434135166,0.75,2437,544,589,1761,141388,16681,24100
ILSVRC2012_val_00042167.JPEG,500,163.9216,178.0455328729143,164.19004867733332,178.63389119879386,69.49763182612772,60.0,20.0,2.0,8.0,2.0,3.0,1.0,3511,2822,2710,2670,2376,2511,2087,106.8877434135166,1.3333333333333333,18577,20811,16059,104812,21250,2282,3709
ILSVRC2012_val_00049635.JPEG,500,117.89374747474747,123.3031997585913,109.73211829292929,115.62445349157792,36.12123166598205,5.0,3.0,1.0,1.0,1.0,0.0,2.0,751,823,607,459,543,723,421,110.23769574944072,1.2626262626262625,67003,80200,51,33,29,97,50587
ILSVRC2012_val_00009511.JPEG,500,94.90392152255639,114.68325182662932,93.39977630404134,113.6568406673587,64.38551024237155,405.0,58.0,25.0,7.0,1.0,2.0,2.0,4936,5261,3636,3196,3826,7337,4169,159.49962406015038,1.5037593984962405,22130,250515,59486,85857,5597,1195,820
